CSNK2A1	ESR2
CSNK2A1	PTP4A3
CSNK2A1	HNRNPA1
CSNK2A1	CDK9
CSNK2A1	HEXIM1
CSNK2A1	GSK3B
CSNK2A1	ESR1
CSNK2A1	CREB1
CSNK2A1	BRD3
CSNK2A1	CDK2
CSNK2A1	HSPA4
CSNK2A1	EIF2S2
CSNK2A1	ARID4A
CSNK2A1	NFKB1
CSNK2A1	SAP130
CSNK2A1	MYC
CSNK2A1	CDK1
CSNK2A1	PHC1
CSNK2A1	CCNL1
CSNK2A1	SRC
CSNK2A1	CREBBP
CSNK2A1	AKT1
CSNK2A1	KDM1A
CSNK2A1	SNCA
CSNK2A1	CTNNB1
CSNK2A1	TP53
LBP	FGB
LBP	MMP1
LBP	MMP2
LBP	FGG
LBP	MMP3
LBP	ALB
LBP	MMP9
LBP	PLCG2
LBP	STAT6
LBP	FABP2
LBP	TTR
LBP	CRP
LBP	IL6
PIGU	PIGC
PIGU	PIGV
PIGU	MYH7B
F9	HABP2
F9	ETS1
F9	ADAMTS13
F9	SERPINE1
F9	HSD17B1
F9	SERPINA10
F9	FGG
F9	TTR
F9	PLG
F9	CRP
F9	HRG
F9	CYP2C9
F9	F13B
F9	FGA
F9	SERPINA1
F9	PROS1
F9	KLKB1
F9	PROC
F9	ALB
F9	F12
F9	TFPI
F9	VKORC1
F9	F5
F9	KNG1
F9	XXYLT1
F9	THBD
F9	VWF
F9	F2
F9	F10
F9	F11
F9	F7
F9	F8
F9	SERPINC1
ACP5	CRP
ACP5	ATP4A
ACP5	FCER1G
ACP5	TP53
ACP5	MITF
ACP5	ESR1
ACP5	MMP12
ACP5	VWF
ACP5	ALB
ACP5	CTNNB1
ACP5	AKT1
ACP5	SRC
ACP5	MMP13
ACP5	SPI1
ACP5	NFKB1
ACP5	IL6
ACP5	CA2
ACP5	TNFRSF11A
ACP5	NFATC2
ACP5	SOST
ACP5	MMP9
ACP5	ENPP1
MMP2	ESR2
MMP2	HNF4A
MMP2	ETS1
MMP2	BRAF
MMP2	AR
MMP2	AXL
MMP2	ABCB1
MMP2	CREB1
MMP2	SLC2A1
MMP2	MCL1
MMP2	CDK6
MMP2	ITGB8
MMP2	CD93
MMP2	SELP
MMP2	ADAMTS1
MMP2	FASLG
MMP2	NOX4
MMP2	IL2
MMP2	ANGPT1
MMP2	MPO
MMP2	JAK1
MMP2	CDK2
MMP2	PARP1
MMP2	TEK
MMP2	VWF
MMP2	MMP13
MMP2	MMP12
MMP2	SELE
MMP2	SMAD7
MMP2	CDK4
MMP2	IL4
MMP2	PPARG
MMP2	ELANE
MMP2	JAK2
MMP2	MMP3
MMP2	PPARA
MMP2	NOS3
MMP2	ADAMTS4
MMP2	BACE1
MMP2	COL15A1
MMP2	ELAVL1
MMP2	GSK3B
MMP2	ESR1
MMP2	FOXO1
MMP2	APP
MMP2	SMAD3
MMP2	NFKB1
MMP2	IL13
MMP2	PTK2
MMP2	KDR
MMP2	STAT6
MMP2	MYC
MMP2	HSPA4
MMP2	ALB
MMP2	PLAT
MMP2	ALOX5
MMP2	APOE
MMP2	CRP
MMP2	TP53
MMP2	IGF1R
MMP2	EGFR
MMP2	MET
MMP2	SMAD4
MMP2	BCL2
MMP2	HIF1A
MMP2	SERPINE1
MMP2	PTGS2
MMP2	PLG
MMP2	CTNNB1
MMP2	CCN2
MMP2	AKT1
MMP2	IL6
MMP2	THBS2
MMP2	MMP9
MMP2	MMP1
MMP2	MMP7
MMP2	SRC
MMP2	TIMP3
CBLN1	LRRC7
CBLN1	GFRA1
CBLN1	GRID2
PLAT	SRC
PLAT	PTGS2
PLAT	FGB
PLAT	RBFOX3
PLAT	ESR2
PLAT	KDR
PLAT	GP6
PLAT	TIMP3
PLAT	HIF1A
PLAT	P2RY12
PLAT	CTNNB1
PLAT	F7
PLAT	SERPINA1
PLAT	CCN2
PLAT	MPO
PLAT	LRP1B
PLAT	NOS3
PLAT	AKT1
PLAT	ESR1
PLAT	HSPA4
PLAT	F10
PLAT	GSK3B
PLAT	ADAMTS13
PLAT	SELE
PLAT	MMP13
PLAT	ALB
PLAT	APOE
PLAT	F8
PLAT	MMP1
PLAT	KNG1
PLAT	APP
PLAT	SERPINA10
PLAT	F2
PLAT	HRG
PLAT	CRP
PLAT	IL6
PLAT	SELP
PLAT	TFPI
PLAT	MMP3
PLAT	SERPINE2
PLAT	FGA
PLAT	MMP9
PLAT	THBD
PLAT	SERPINC1
PLAT	VWF
PLAT	PLG
PLAT	SERPINE1
EPOR	CDK6
